id,client_id,date,revenue
163,181618,2020-01-02T00:00:00.000Z,"1355,00"
164,181944,2020-01-02T00:00:00.000Z,"2065,00"
165,182054,2020-01-02T00:00:00.000Z,"1355,00"
166,182658,2020-01-02T00:00:00.000Z,"1355,00"
167,182824,2020-01-02T00:00:00.000Z,"3435,00"
168,183118,2020-01-02T00:00:00.000Z,"1355,00"
169,184328,2020-01-02T00:00:00.000Z,"1355,00"
170,184356,2020-01-02T00:00:00.000Z,"1355,00"
171,184840,2020-01-02T00:00:00.000Z,"1355,00"
172,184856,2020-01-02T00:00:00.000Z,"2645,00"
173,185190,2020-01-02T00:00:00.000Z,"1355,00"
174,185984,2020-01-02T00:00:00.000Z,"3790,00"
175,186342,2020-01-02T00:00:00.000Z,"1355,00"
176,188964,2020-01-02T00:00:00.000Z,"2065,00"
177,191542,2020-01-02T00:00:00.000Z,"2354,00"
178,191846,2020-01-02T00:00:00.000Z,"2065,00"
179,192410,2020-01-02T00:00:00.000Z,"1839,00"
180,194746,2020-01-02T00:00:00.000Z,"1903,00"
181,195600,2020-01-02T00:00:00.000Z,"1355,00"
182,197796,2020-01-02T00:00:00.000Z,"1355,00"
183,198714,2020-01-02T00:00:00.000Z,"1355,00"
184,200330,2020-01-02T00:00:00.000Z,"7226,00"
185,200632,2020-01-02T00:00:00.000Z,"2645,00"
186,203416,2020-01-02T00:00:00.000Z,"1355,00"
187,203418,2020-01-02T00:00:00.000Z,"3983,00"
188,203958,2020-01-02T00:00:00.000Z,"5193,00"
189,204008,2020-01-02T00:00:00.000Z,"2613,00"
190,205104,2020-01-02T00:00:00.000Z,"403,00"
191,205658,2020-01-02T00:00:00.000Z,"4258,00"
192,206478,2020-01-02T00:00:00.000Z,"5596,00"
193,209704,2020-01-02T00:00:00.000Z,"2645,00"
194,211268,2020-01-02T00:00:00.000Z,"1742,00"
195,211696,2020-01-02T00:00:00.000Z,"2645,00"
196,212328,2020-01-02T00:00:00.000Z,"1355,00"
197,212482,2020-01-02T00:00:00.000Z,"2645,00"
198,212496,2020-01-02T00:00:00.000Z,"2161,00"
199,212884,2020-01-02T00:00:00.000Z,"403,00"
200,214682,2020-01-02T00:00:00.000Z,"1758,00"
201,215698,2020-01-02T00:00:00.000Z,"1355,00"
202,215782,2020-01-02T00:00:00.000Z,"3194,00"
203,216406,2020-01-02T00:00:00.000Z,"3597,00"
204,216442,2020-01-02T00:00:00.000Z,"2097,00"
205,217014,2020-01-02T00:00:00.000Z,"2968,00"
206,217208,2020-01-02T00:00:00.000Z,"1355,00"
207,219608,2020-01-02T00:00:00.000Z,"1355,00"
208,122838,2020-01-03T00:00:00.000Z,"7338,00"
209,123260,2020-01-03T00:00:00.000Z,"3226,00"
210,123662,2020-01-03T00:00:00.000Z,"2032,00"
211,124140,2020-01-03T00:00:00.000Z,"1355,00"
212,125054,2020-01-03T00:00:00.000Z,"2420,00"
213,135596,2020-01-03T00:00:00.000Z,"16529,00"
214,137688,2020-01-03T00:00:00.000Z,"7695,00"
215,141638,2020-01-03T00:00:00.000Z,"2129,00"
216,141670,2020-01-03T00:00:00.000Z,"1355,00"
217,144008,2020-01-03T00:00:00.000Z,"1758,00"
218,144400,2020-01-03T00:00:00.000Z,"9789,00"
219,145102,2020-01-03T00:00:00.000Z,"2645,00"
220,145684,2020-01-03T00:00:00.000Z,"5451,00"
221,146898,2020-01-03T00:00:00.000Z,"3048,00"
222,148320,2020-01-03T00:00:00.000Z,"3065,00"
223,150062,2020-01-03T00:00:00.000Z,"11839,00"
224,150298,2020-01-03T00:00:00.000Z,"9661,00"
225,151654,2020-01-03T00:00:00.000Z,"4548,00"
226,153646,2020-01-03T00:00:00.000Z,"6485,00"
227,153992,2020-01-03T00:00:00.000Z,"4355,00"
228,154662,2020-01-03T00:00:00.000Z,"2645,00"
229,155816,2020-01-03T00:00:00.000Z,"4258,00"
230,157394,2020-01-03T00:00:00.000Z,"1355,00"
231,157948,2020-01-03T00:00:00.000Z,"5000,00"
232,158574,2020-01-03T00:00:00.000Z,"8322,00"
233,159718,2020-01-03T00:00:00.000Z,"2065,00"
234,160212,2020-01-03T00:00:00.000Z,"3048,00"
235,160948,2020-01-03T00:00:00.000Z,"1355,00"
236,161218,2020-01-03T00:00:00.000Z,"1355,00"
237,162712,2020-01-03T00:00:00.000Z,"4790,00"
238,163400,2020-01-03T00:00:00.000Z,"5145,00"
239,164416,2020-01-03T00:00:00.000Z,"3484,00"
240,166042,2020-01-03T00:00:00.000Z,"1758,00"
241,166056,2020-01-03T00:00:00.000Z,"403,00"
242,166598,2020-01-03T00:00:00.000Z,"1758,00"
243,167218,2020-01-03T00:00:00.000Z,"3451,00"
244,167514,2020-01-03T00:00:00.000Z,"11679,00"
245,167800,2020-01-03T00:00:00.000Z,"1452,00"
246,168704,2020-01-03T00:00:00.000Z,"2709,00"
247,168902,2020-01-03T00:00:00.000Z,"2709,00"
248,169172,2020-01-03T00:00:00.000Z,"2645,00"
249,169738,2020-01-03T00:00:00.000Z,"6338,00"
250,170212,2020-01-03T00:00:00.000Z,"3613,00"
251,170966,2020-01-03T00:00:00.000Z,"3854,00"
252,171558,2020-01-03T00:00:00.000Z,"2709,00"
253,171830,2020-01-03T00:00:00.000Z,"2709,00"
254,174124,2020-01-03T00:00:00.000Z,"1548,00"
255,174958,2020-01-03T00:00:00.000Z,"5323,00"
256,175198,2020-01-03T00:00:00.000Z,"1355,00"
257,175316,2020-01-03T00:00:00.000Z,"1355,00"
258,175900,2020-01-03T00:00:00.000Z,"1355,00"
259,176162,2020-01-03T00:00:00.000Z,"6097,00"
260,176402,2020-01-03T00:00:00.000Z,"1355,00"
261,176762,2020-01-03T00:00:00.000Z,"1355,00"
262,176848,2020-01-03T00:00:00.000Z,"6274,00"
263,177236,2020-01-03T00:00:00.000Z,"9940,00"
264,177502,2020-01-03T00:00:00.000Z,"4258,00"
265,177566,2020-01-03T00:00:00.000Z,"3451,00"
266,179448,2020-01-03T00:00:00.000Z,"2161,00"
267,179536,2020-01-03T00:00:00.000Z,"1355,00"
268,181514,2020-01-03T00:00:00.000Z,"1645,00"
269,181758,2020-01-03T00:00:00.000Z,"1903,00"
270,181998,2020-01-03T00:00:00.000Z,"4096,00"
271,182086,2020-01-03T00:00:00.000Z,"1355,00"
272,182658,2020-01-03T00:00:00.000Z,"1355,00"
273,182856,2020-01-03T00:00:00.000Z,"1355,00"
274,183118,2020-01-03T00:00:00.000Z,"1355,00"
275,183264,2020-01-03T00:00:00.000Z,"1355,00"
276,183274,2020-01-03T00:00:00.000Z,"3451,00"
277,185212,2020-01-03T00:00:00.000Z,"403,00"
278,185220,2020-01-03T00:00:00.000Z,"1355,00"
279,186272,2020-01-03T00:00:00.000Z,"3258,00"
280,186320,2020-01-03T00:00:00.000Z,"2065,00"
281,187666,2020-01-03T00:00:00.000Z,"4661,00"
282,187988,2020-01-03T00:00:00.000Z,"1355,00"
283,188254,2020-01-03T00:00:00.000Z,"57660,00"
284,188846,2020-01-03T00:00:00.000Z,"5210,00"
285,190368,2020-01-03T00:00:00.000Z,"8132,00"
286,190564,2020-01-03T00:00:00.000Z,"3355,00"
287,190820,2020-01-03T00:00:00.000Z,"2097,00"
288,190934,2020-01-03T00:00:00.000Z,"1355,00"
289,192496,2020-01-03T00:00:00.000Z,"1452,00"
290,194400,2020-01-03T00:00:00.000Z,"1355,00"
291,194684,2020-01-03T00:00:00.000Z,"3451,00"
292,194746,2020-01-03T00:00:00.000Z,"1903,00"
293,194796,2020-01-03T00:00:00.000Z,"2645,00"
294,196118,2020-01-03T00:00:00.000Z,"1355,00"
295,196936,2020-01-03T00:00:00.000Z,"5386,00"
296,199206,2020-01-03T00:00:00.000Z,"1903,00"
297,199482,2020-01-03T00:00:00.000Z,"1355,00"
298,199790,2020-01-03T00:00:00.000Z,"1903,00"
299,200928,2020-01-03T00:00:00.000Z,"1355,00"
300,202878,2020-01-03T00:00:00.000Z,"3371,00"
301,203958,2020-01-03T00:00:00.000Z,"5193,00"
302,204696,2020-01-03T00:00:00.000Z,"3645,00"
303,206414,2020-01-03T00:00:00.000Z,"2710,00"
304,207842,2020-01-03T00:00:00.000Z,"2323,00"
305,208966,2020-01-03T00:00:00.000Z,"2161,00"
306,211074,2020-01-03T00:00:00.000Z,"403,00"
307,212350,2020-01-03T00:00:00.000Z,"4403,00"
308,212700,2020-01-03T00:00:00.000Z,"2645,00"
309,215158,2020-01-03T00:00:00.000Z,"2709,00"
310,215698,2020-01-03T00:00:00.000Z,"1355,00"
311,216596,2020-01-03T00:00:00.000Z,"4258,00"
312,217124,2020-01-03T00:00:00.000Z,"4710,00"
313,217278,2020-01-03T00:00:00.000Z,"23796,00"
314,217994,2020-01-03T00:00:00.000Z,"5694,00"
315,219638,2020-01-03T00:00:00.000Z,"1274,00"
316,219736,2020-01-03T00:00:00.000Z,"1355,00"
317,220998,2020-01-03T00:00:00.000Z,"2178,00"
318,221102,2020-01-03T00:00:00.000Z,"2710,00"
319,221254,2020-01-03T00:00:00.000Z,"3597,00"
320,221610,2020-01-03T00:00:00.000Z,"1355,00"
321,122512,2020-01-04T00:00:00.000Z,"13240,00"
322,123260,2020-01-04T00:00:00.000Z,"3226,00"
323,123406,2020-01-04T00:00:00.000Z,"4645,00"
324,126396,2020-01-04T00:00:00.000Z,"1355,00"
325,127632,2020-01-04T00:00:00.000Z,"5694,00"
326,127676,2020-01-04T00:00:00.000Z,"12789,00"
327,135072,2020-01-04T00:00:00.000Z,"2161,00"
328,140630,2020-01-04T00:00:00.000Z,"8756,00"
329,142488,2020-01-04T00:00:00.000Z,"30290,00"
330,142614,2020-01-04T00:00:00.000Z,"2370,00"
331,143846,2020-01-04T00:00:00.000Z,"9628,00"
332,145706,2020-01-04T00:00:00.000Z,"2645,00"
333,148008,2020-01-04T00:00:00.000Z,"3000,00"
334,148104,2020-01-04T00:00:00.000Z,"3451,00"
335,149718,2020-01-04T00:00:00.000Z,"15691,00"
336,150890,2020-01-04T00:00:00.000Z,"1113,00"
337,152954,2020-01-04T00:00:00.000Z,"3048,00"
338,153218,2020-01-04T00:00:00.000Z,"3194,00"
339,156394,2020-01-04T00:00:00.000Z,"13063,00"
340,157226,2020-01-04T00:00:00.000Z,"5548,00"
341,161218,2020-01-04T00:00:00.000Z,"1355,00"
342,161234,2020-01-04T00:00:00.000Z,"1355,00"
343,161894,2020-01-04T00:00:00.000Z,"3516,00"
344,162666,2020-01-04T00:00:00.000Z,"403,00"
345,162712,2020-01-04T00:00:00.000Z,"4790,00"
346,163168,2020-01-04T00:00:00.000Z,"2306,00"
347,163576,2020-01-04T00:00:00.000Z,"3226,00"
348,166008,2020-01-04T00:00:00.000Z,"1903,00"
349,166842,2020-01-04T00:00:00.000Z,"4613,00"
350,167072,2020-01-04T00:00:00.000Z,"3339,00"
351,167446,2020-01-04T00:00:00.000Z,"3613,00"
352,167556,2020-01-04T00:00:00.000Z,"2806,00"
353,167982,2020-01-04T00:00:00.000Z,"6403,00"
354,169422,2020-01-04T00:00:00.000Z,"3580,00"
355,170136,2020-01-04T00:00:00.000Z,"2709,00"
356,172428,2020-01-04T00:00:00.000Z,"7514,00"
357,173950,2020-01-04T00:00:00.000Z,"1935,00"
358,174338,2020-01-04T00:00:00.000Z,"2420,00"
359,176764,2020-01-04T00:00:00.000Z,"1355,00"
360,176838,2020-01-04T00:00:00.000Z,"5870,00"
361,176862,2020-01-04T00:00:00.000Z,"4258,00"
362,176932,2020-01-04T00:00:00.000Z,"5177,00"
363,177514,2020-01-04T00:00:00.000Z,"3048,00"
364,178068,2020-01-04T00:00:00.000Z,"7693,00"
365,178494,2020-01-04T00:00:00.000Z,"2065,00"
366,179108,2020-01-04T00:00:00.000Z,"5130,00"
367,179772,2020-01-04T00:00:00.000Z,"1355,00"
368,180342,2020-01-04T00:00:00.000Z,"2709,00"
369,180578,2020-01-04T00:00:00.000Z,"1355,00"
370,180762,2020-01-04T00:00:00.000Z,"2645,00"
371,180864,2020-01-04T00:00:00.000Z,"2161,00"
372,181896,2020-01-04T00:00:00.000Z,"5210,00"
373,182086,2020-01-04T00:00:00.000Z,"1355,00"
374,182198,2020-01-04T00:00:00.000Z,"1355,00"
375,182214,2020-01-04T00:00:00.000Z,"3048,00"
376,182362,2020-01-04T00:00:00.000Z,"2451,00"
377,182824,2020-01-04T00:00:00.000Z,"3435,00"
378,184226,2020-01-04T00:00:00.000Z,"1355,00"
379,184840,2020-01-04T00:00:00.000Z,"1355,00"
380,185586,2020-01-04T00:00:00.000Z,"1355,00"
381,186304,2020-01-04T00:00:00.000Z,"2065,00"
382,187672,2020-01-04T00:00:00.000Z,"2645,00"
383,187912,2020-01-04T00:00:00.000Z,"2306,00"
384,187954,2020-01-04T00:00:00.000Z,"1355,00"
385,188204,2020-01-04T00:00:00.000Z,"4823,00"
386,188380,2020-01-04T00:00:00.000Z,"3597,00"
387,188846,2020-01-04T00:00:00.000Z,"5210,00"
388,189168,2020-01-04T00:00:00.000Z,"1355,00"
389,191542,2020-01-04T00:00:00.000Z,"2354,00"
390,192114,2020-01-04T00:00:00.000Z,"1355,00"
391,192410,2020-01-04T00:00:00.000Z,"1839,00"
392,196936,2020-01-04T00:00:00.000Z,"5386,00"
393,197276,2020-01-04T00:00:00.000Z,"1548,00"
394,201780,2020-01-04T00:00:00.000Z,"8839,00"
395,202006,2020-01-04T00:00:00.000Z,"1355,00"
396,203406,2020-01-04T00:00:00.000Z,"1355,00"
397,204684,2020-01-04T00:00:00.000Z,"2709,00"
398,205592,2020-01-04T00:00:00.000Z,"3613,00"
399,206414,2020-01-04T00:00:00.000Z,"2710,00"
400,206746,2020-01-04T00:00:00.000Z,"1355,00"
401,208966,2020-01-04T00:00:00.000Z,"2161,00"
402,209110,2020-01-04T00:00:00.000Z,"1903,00"
403,210270,2020-01-04T00:00:00.000Z,"3839,00"
404,210998,2020-01-04T00:00:00.000Z,"403,00"
405,211392,2020-01-04T00:00:00.000Z,"1355,00"
406,212020,2020-01-04T00:00:00.000Z,"1355,00"
407,212264,2020-01-04T00:00:00.000Z,"3097,00"
408,212412,2020-01-04T00:00:00.000Z,"2645,00"
409,212700,2020-01-04T00:00:00.000Z,"2645,00"
410,213948,2020-01-04T00:00:00.000Z,"2645,00"
411,214000,2020-01-04T00:00:00.000Z,"403,00"
412,215900,2020-01-04T00:00:00.000Z,"4258,00"
413,217230,2020-01-04T00:00:00.000Z,"6225,00"
414,218032,2020-01-04T00:00:00.000Z,"403,00"
415,218196,2020-01-04T00:00:00.000Z,"1274,00"
416,218468,2020-01-04T00:00:00.000Z,"1887,00"
417,219480,2020-01-04T00:00:00.000Z,"4646,00"
418,219638,2020-01-04T00:00:00.000Z,"1274,00"
419,221652,2020-01-04T00:00:00.000Z,"1355,00"
420,221682,2020-01-04T00:00:00.000Z,"1355,00"
421,121674,2020-01-05T00:00:00.000Z,"3903,00"
422,122846,2020-01-05T00:00:00.000Z,"2516,00"
423,129654,2020-01-05T00:00:00.000Z,"7968,00"
424,130362,2020-01-05T00:00:00.000Z,"1355,00"
425,131892,2020-01-05T00:00:00.000Z,"5402,00"
426,134522,2020-01-05T00:00:00.000Z,"11159,00"
427,135072,2020-01-05T00:00:00.000Z,"2161,00"
428,137040,2020-01-05T00:00:00.000Z,"3661,00"
429,137302,2020-01-05T00:00:00.000Z,"1355,00"
430,138492,2020-01-05T00:00:00.000Z,"3048,00"
431,142446,2020-01-05T00:00:00.000Z,"5161,00"
432,144312,2020-01-05T00:00:00.000Z,"4064,00"
433,144400,2020-01-05T00:00:00.000Z,"9789,00"
434,145102,2020-01-05T00:00:00.000Z,"2645,00"
435,146192,2020-01-05T00:00:00.000Z,"2258,00"
436,147956,2020-01-05T00:00:00.000Z,"2645,00"
437,148080,2020-01-05T00:00:00.000Z,"6500,00"
438,148104,2020-01-05T00:00:00.000Z,"3451,00"
439,149712,2020-01-05T00:00:00.000Z,"1355,00"
440,153900,2020-01-05T00:00:00.000Z,"9531,00"
441,154724,2020-01-05T00:00:00.000Z,"3516,00"
442,155730,2020-01-05T00:00:00.000Z,"2709,00"
443,157770,2020-01-05T00:00:00.000Z,"2645,00"
444,158502,2020-01-05T00:00:00.000Z,"15286,00"
445,159040,2020-01-05T00:00:00.000Z,"3935,00"
446,159718,2020-01-05T00:00:00.000Z,"2065,00"
447,160606,2020-01-05T00:00:00.000Z,"2161,00"
448,160756,2020-01-05T00:00:00.000Z,"1452,00"
449,160964,2020-01-05T00:00:00.000Z,"1355,00"
450,161214,2020-01-05T00:00:00.000Z,"3194,00"
451,162160,2020-01-05T00:00:00.000Z,"1355,00"
452,163916,2020-01-05T00:00:00.000Z,"4096,00"
453,163950,2020-01-05T00:00:00.000Z,"2161,00"
454,164756,2020-01-05T00:00:00.000Z,"11920,00"
455,165186,2020-01-05T00:00:00.000Z,"1355,00"
456,166204,2020-01-05T00:00:00.000Z,"4096,00"
457,166598,2020-01-05T00:00:00.000Z,"1758,00"
458,167316,2020-01-05T00:00:00.000Z,"1355,00"
459,167332,2020-01-05T00:00:00.000Z,"3645,00"
460,167446,2020-01-05T00:00:00.000Z,"3613,00"
461,168532,2020-01-05T00:00:00.000Z,"1903,00"
462,168666,2020-01-05T00:00:00.000Z,"4064,00"
463,168914,2020-01-05T00:00:00.000Z,"1355,00"
464,169422,2020-01-05T00:00:00.000Z,"3177,00"
465,170590,2020-01-05T00:00:00.000Z,"2709,00"
466,172050,2020-01-05T00:00:00.000Z,"5742,00"
467,172926,2020-01-05T00:00:00.000Z,"2258,00"
468,173676,2020-01-05T00:00:00.000Z,"2161,00"
469,173692,2020-01-05T00:00:00.000Z,"1355,00"
470,174196,2020-01-05T00:00:00.000Z,"1355,00"
471,174512,2020-01-05T00:00:00.000Z,"3451,00"
472,175810,2020-01-05T00:00:00.000Z,"85079,00"
473,176080,2020-01-05T00:00:00.000Z,"6161,00"
474,176402,2020-01-05T00:00:00.000Z,"1355,00"
475,176862,2020-01-05T00:00:00.000Z,"4258,00"
476,177036,2020-01-05T00:00:00.000Z,"1355,00"
477,177094,2020-01-05T00:00:00.000Z,"4258,00"
478,177814,2020-01-05T00:00:00.000Z,"3790,00"
479,177938,2020-01-05T00:00:00.000Z,"1355,00"
480,178634,2020-01-05T00:00:00.000Z,"1355,00"
481,178672,2020-01-05T00:00:00.000Z,"2645,00"
482,179116,2020-01-05T00:00:00.000Z,"3145,00"
